Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ADCY2	"AC2, HBAC2, KIAA1060"	ENSG00000078295	"Adenylate cyclase 2"	Q08462	5	7396138-7830081	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"cAMP biosynthesis"	Lyase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"brain: 36.6;skeletal muscle: 66.0;tongue: 29.6"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 613.7;Excitatory neurons: 392.3;Inhibitory neurons: 405.6;Oligodendrocyte precursor cells: 170.3;Skeletal myocytes: 109.3"	"Cell type enhanced"	"Detected in all"		"astrocyte: 1868.4"	"Cancer enriched"	"Detected in many"	4	"Glioblastoma Multiforme (TCGA): 15.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"skin cancer: 5.0;testis cancer: 3.5"	"Breast - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB031482, HPA038015, HPA038483"	Approved		Approved	"Golgi apparatus,Vesicles,Primary cilium"			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 51: Neurons - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 34: Neurons - Neuronal signaling"		"Golgi apparatus, Vesicles"	"Primary cilium"	"CAB031482: AB_630838, HPA038015: AB_10673653, HPA038483: AB_10675799"		"unprognostic (1.06e-1)"	"unprognostic (1.27e-2)"				"unprognostic (3.56e-1)"	"unprognostic (3.05e-2)"			"unprognostic (5.14e-5)"	"unprognostic (1.45e-2)"	"unprognostic (2.21e-5)"					"unprognostic (3.12e-2)"	"unprognostic (5.00e-3)"			"unprognostic (1.78e-2)"	"unprognostic (4.75e-2)"	"unprognostic (2.07e-1)"			"unprognostic (4.35e-1)"				
ADGRB2	BAI2	ENSG00000121753	"Adhesion G protein-coupled receptor B2"	O60241	1	31727117-31764893	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	9	"brain: 77.5"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 19.8;Bipolar cells: 12.8;Excitatory neurons: 53.9;Horizontal cells: 27.7;Inhibitory neurons: 13.2;Oligodendrocyte precursor cells: 19.3"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in many"	4	"Glioblastoma Multiforme (TCGA): 33.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Stomach - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA069175			Supported	"Plasma membrane"	"Intracellular and membrane"	Receptor	NA	NA		21000		"Cluster 61: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 34: Neurons - Neuronal signaling"	1	"Plasma membrane"		"HPA069175: "	"unprognostic (9.35e-3)"	"unprognostic (9.74e-3)"		"unprognostic (4.81e-2)"		"unprognostic (6.33e-2)"	"unprognostic (2.05e-1)"	"unprognostic (2.79e-1)"	"unprognostic (8.42e-2)"				"unprognostic (6.40e-2)"			"unprognostic (1.41e-3)"		"unprognostic (3.45e-3)"		"unprognostic (2.09e-1)"	"unprognostic (1.45e-1)"	"unprognostic (3.41e-2)"	"unprognostic (1.82e-1)"	"unprognostic (6.70e-2)"		"unprognostic (2.94e-1)"	"unprognostic (5.70e-2)"	"unprognostic (2.52e-1)"	"unprognostic (1.99e-1)"	"unprognostic (7.66e-3)"	"unprognostic (1.67e-2)"
ADGRB3	"BAI3, KIAA0550"	ENSG00000135298	"Adhesion G protein-coupled receptor B3"	O60242	6	68635282-69390571	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 29.2;pituitary gland: 23.1"	"Group enriched"	"Detected in many"	10	"Astrocytes: 1702.7;Excitatory neurons: 3716.2;Inhibitory neurons: 2624.2;Oligodendrocyte precursor cells: 1910.7;Oligodendrocytes: 1127.0"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in single"	12	"Glioblastoma Multiforme (TCGA): 8.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Neuroblastoma: 12.1"	"Colon - Enteric glia cells, Liver - Hepatic stellate cells, Lung - Fibroblast_1, Prostate - Fibroblasts, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 34: Non-specific - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 34: Neurons - Neuronal signaling"	4										"unprognostic (6.29e-2)"	"unprognostic (1.86e-2)"																							
ADGRL2	"CIRL2, KIAA0786, LEC1, LPHH1, LPHN2"	ENSG00000117114	"Adhesion G protein-coupled receptor L2"	O95490	1	81306147-81993932	"G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Group enriched"	"Detected in many"	9	"Excitatory neurons: 873.5;Inhibitory neurons: 619.5"	"Cell type enhanced"	"Detected in all"		"mammillary body: 1846.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Lung - Endothelial cells, Minor Salivary Gland - Minor salivary gland ductal cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Prostate - Fibroblasts, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA043447			Approved	"Plasma membrane"			NA	NA		640000		"Cluster 7: Adipose tissue - Mixed function"	"Cluster 53: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"	2	"Plasma membrane"		"HPA043447: AB_2678486"	"unprognostic (1.87e-1)"	"unprognostic (1.65e-2)"		"unprognostic (9.65e-4)"	"unprognostic (6.14e-2)"	"unprognostic (4.19e-2)"	"unprognostic (2.80e-1)"	"unprognostic (4.17e-3)"	"unprognostic (2.35e-1)"	"unprognostic (8.81e-2)"	"unprognostic (9.07e-5)"	"unprognostic (1.16e-3)"	"unprognostic (1.26e-2)"	"unprognostic (1.51e-5)"		"unprognostic (5.57e-2)"	"unprognostic (2.88e-1)"	"unprognostic (5.95e-2)"	"unprognostic (1.79e-1)"	"unprognostic (3.34e-1)"	"unprognostic (1.11e-1)"	"unprognostic (4.81e-2)"	"unprognostic (3.09e-1)"	"unprognostic (1.09e-1)"	"unprognostic (2.29e-1)"	"unprognostic (5.71e-2)"	"unprognostic (1.24e-1)"	"unprognostic (8.96e-4)"	"unprognostic (1.49e-1)"	"unprognostic (3.42e-2)"	"unprognostic (2.58e-2)"
ADRA1B		ENSG00000170214	"Adrenoceptor alpha 1B"	P35368	5	159865080-159973012	"Cancer-related genes, FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 8.9;liver: 11.2;lymphoid tissue: 11.3"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 40.1;Hepatocytes: 13.5;Horizontal cells: 8.2;Inhibitory neurons: 31.2;Mesothelial cells: 12.5"	"Cell type enhanced"	"Detected in many"		"CGE interneuron: 144.7;hippocampal dentate gyrus: 115.4"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 6.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adrenal gland - Fibroblasts, Spleen - Fibroblast_2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			HPA074416			Supported	"Plasma membrane"			NA	NA				"Cluster 69: Liver - Oxidoreductase activity"	"Cluster 14: Neurons - Synaptic function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 34: Neurons - Neuronal signaling"	3	"Plasma membrane"		"HPA074416: AB_2686688"			"unprognostic (2.74e-1)"				"unprognostic (1.26e-2)"				"unprognostic (1.85e-3)"	"unprognostic (8.67e-3)"	"unprognostic (1.45e-2)"	"unprognostic (7.28e-4)"	"unprognostic (7.20e-3)"	"unprognostic (3.44e-2)"				"unprognostic (1.68e-2)"	"unprognostic (1.38e-1)"						"unprognostic (9.64e-3)"			"unprognostic (6.03e-4)"	
AGBL4	"CCP6, FLJ14442"	ENSG00000186094	"AGBL carboxypeptidase 4"	Q5VU57	1	48532854-50023954	"Enzymes, Predicted intracellular proteins"		"Carboxypeptidase, Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 4.7;retina: 4.6"	"Group enriched"	"Detected in some"	5	"Excitatory neurons: 1191.7;Inhibitory neurons: 605.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA037994	Approved						NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 53: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	4			"HPA037994: AB_10673036"			"unprognostic (4.29e-1)"				"unprognostic (6.23e-4)"						"unprognostic (2.92e-2)"																"unprognostic (1.03e-1)"		
AIRE	"APECED, APS1, PGA1"	ENSG00000160224	"Autoimmune regulator"	O43918	21	44285838-44298648	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"lymphoid tissue: 1.3"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1.1;Horizontal cells: 1.3;Melanocytes: 1.7;Microglial cells: 1.8;Peritubular cells: 1.2"	"Cell type enhanced"	"Detected in many"		"deep-layer near-projecting: 9.8;fibroblast: 15.0"	"Cancer enhanced"	"Detected in single"		"Testicular Germ Cell Tumor (TCGA): 3.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"										NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	33						"unprognostic (2.57e-1)"																										"unprognostic (1.57e-1)"		
AKT3	"PKBG, PRKBG, RAC-gamma"	ENSG00000117020	"AKT serine/threonine kinase 3"	Q9Y243	1	243488233-243851079	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Group enriched"	"Detected in many"	6	"Astrocytes: 433.8;Excitatory neurons: 730.9;Inhibitory neurons: 492.6;Microglial cells: 395.4;Oligodendrocyte precursor cells: 594.3;Oligodendrocytes: 443.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB013090, HPA026441"	Approved		Approved	"Nucleoplasm,Golgi apparatus,Plasma membrane,Primary cilium,Basal body,Cytosol"			NA	NA			"Cluster 34: B-cells - Unknown function"	"Cluster 64: Neuronal - Transcription"	"Cluster 34: Non-specific - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"	9	"Nucleoplasm, Golgi apparatus, Cytosol"	"Plasma membrane, Primary cilium, Basal body"	"CAB013090: AB_2533692, HPA026441: AB_1844711"	"unprognostic (4.31e-1)"	"unprognostic (2.82e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.53e-1)"	"unprognostic (2.05e-2)"	"unprognostic (1.03e-1)"	"unprognostic (6.11e-2)"	"unprognostic (1.53e-3)"	"unprognostic (1.22e-1)"	"unprognostic (2.21e-1)"	"unprognostic (4.71e-6)"	"unprognostic (1.34e-4)"	"unprognostic (2.00e-2)"	"unprognostic (1.71e-1)"	"unprognostic (1.29e-1)"	"unprognostic (2.12e-1)"	"unprognostic (4.88e-1)"	"unprognostic (3.43e-1)"	"unprognostic (1.06e-1)"	"unprognostic (1.07e-1)"	"unprognostic (3.67e-3)"	"unprognostic (6.08e-3)"	"unprognostic (1.45e-1)"	"unprognostic (2.95e-1)"	"unprognostic (1.28e-1)"	"unprognostic (1.64e-2)"	"unprognostic (4.06e-1)"	"unprognostic (3.06e-4)"	"unprognostic (9.84e-2)"	"unprognostic (2.17e-1)"	"unprognostic (1.69e-2)"
ANKRD20A1	"ANKRD20A, DKFZp434A171"	ENSG00000260691	"Ankyrin repeat domain 20 family member A1"	Q5TYW2	9	67832765-67920552	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in some"		"testis: 3.7"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 14.3;Inhibitory neurons: 8.7;Oligodendrocyte precursor cells: 11.8;Spermatocytes: 5.3;Spermatogonia: 3.3"	"Low cell type specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"												"HPA043239, HPA046346, HPA046695, HPA047112, HPA047167, HPA047766, HPA049923, HPA051288, HPA051753, HPA054389"	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 21: Lymphoma - Adaptive immune response"	"Cluster 34: Neurons - Neuronal signaling"		Nucleoplasm		"HPA043239: , HPA046346: AB_2679631, HPA046695: , HPA047112: , HPA047167: , HPA047766: , HPA049923: AB_2680954, HPA051288: AB_2681421, HPA051753: AB_2681592, HPA054389: "																															
ANKRD27	"DKFZp434L0718, FLJ00040, VARP"	ENSG00000105186	"Ankyrin repeat domain 27"	Q96NW4	19	32597006-32676597	"Predicted intracellular proteins"	"Protein transport, Transport"	"GTPase activation, Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA042769	Approved		Supported	Vesicles,Cytosol			NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 34: Neurons - Neuronal signaling"	15	Vesicles	Cytosol	"HPA042769: AB_10796584"	"unprognostic (1.09e-1)"	"unprognostic (1.61e-2)"	"unprognostic (5.00e-1)"	"unprognostic (6.31e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.05e-1)"	"unprognostic (3.92e-2)"	"unprognostic (8.21e-2)"	"unprognostic (2.89e-1)"	"unprognostic (2.75e-6)"	"unprognostic (1.09e-1)"	"unprognostic (2.26e-2)"	"unprognostic (1.03e-5)"	"unprognostic (1.01e-4)"	"unprognostic (1.60e-1)"	"unprognostic (2.74e-1)"	"unprognostic (9.22e-2)"	"unprognostic (3.84e-1)"	"unprognostic (6.01e-3)"	"unprognostic (2.80e-2)"	"unprognostic (5.48e-2)"	"unprognostic (5.96e-2)"	"unprognostic (5.07e-2)"	"unprognostic (1.42e-4)"	"unprognostic (1.07e-1)"	"unprognostic (2.06e-1)"	"unprognostic (2.83e-1)"	"unprognostic (3.04e-2)"	"unprognostic (1.92e-1)"	"unprognostic (3.65e-1)"
ANKRD63		ENSG00000230778	"Ankyrin repeat domain 63"	C9JTQ0	15	40278372-40283064	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	11	"brain: 3.7"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Region enhanced"	"Detected in many"		"basal ganglia: 34.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"Bone cancer: 7.0"		"Region enhanced"	"Detected in many"		"basal ganglia: 56.7"	"Region enhanced"	"Detected in many"		"basal ganglia: 44.0"	HPA066743			Approved	Mitochondria			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 33: Neurons - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"		Mitochondria		"HPA066743: "																															
ANKS1B	"AIDA-1, ANKS2, cajalin-2, EB-1"	ENSG00000185046	"Ankyrin repeat and sterile alpha motif domain containing 1B"	Q7Z6G8	12	98726457-99984936	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"brain: 68.2"	"Group enriched"	"Detected in many"	6	"Excitatory neurons: 2149.4;Inhibitory neurons: 1480.2;Oligodendrocyte precursor cells: 1236.7;Oligodendrocytes: 930.9"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 9.0"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA078230	Enhanced		Supported	"Nucleoplasm,Plasma membrane"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 34: Non-specific - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 34: Neurons - Neuronal signaling"	3	Nucleoplasm	"Plasma membrane"	"HPA078230: "		"unprognostic (1.39e-1)"	"unprognostic (2.70e-1)"	"unprognostic (8.31e-5)"			"unprognostic (2.98e-1)"	"unprognostic (1.99e-3)"		"unprognostic (2.37e-1)"	"unprognostic (1.18e-1)"	"unprognostic (6.36e-3)"	"unprognostic (1.50e-1)"		"unprognostic (3.83e-2)"		"unprognostic (6.55e-2)"			"unprognostic (2.02e-1)"	"unprognostic (2.57e-2)"	"unprognostic (3.79e-3)"	"unprognostic (1.90e-1)"	"unprognostic (2.02e-2)"		"unprognostic (8.40e-2)"	"unprognostic (3.41e-2)"		"unprognostic (2.88e-3)"	"unprognostic (7.71e-3)"	"unprognostic (2.72e-1)"
ANO3	"C11orf25, DYT23, GENX-3947, TMEM16C"	ENSG00000134343	"Anoctamin 3"	Q9BYT9	11	26188842-26663289	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"		"Disease variant, Dystonia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	19	"brain: 56.7;epididymis: 56.0"	"Cell type enriched"	"Detected in some"	5	"Excitatory neurons: 195.4"	"Cell type enhanced"	"Detected in many"		"medium spiny neuron: 1104.8"	"Cancer enhanced"	"Detected in single"		"Kidney Renal Clear Cell Carcinoma (TCGA): 1.0"	"Region enriched"	"Detected in all"	5	"basal ganglia: 129.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	12	"Rhabdoid: 8.3"	"Testis - Early spermatids"	"Region enhanced"	"Detected in all"		"basal ganglia: 158.9"	"Region enriched"	"Detected in all"	7	"basal ganglia: 211.0"	HPA041629	Uncertain		Approved	"Microtubules,Primary cilium"			NA	NA				"Cluster 50: Epididymis - Male reproductive secretion"	"Cluster 33: Neurons - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 34: Neurons - Neuronal signaling"		"Microtubules, Primary cilium"		"HPA041629: AB_10793969"			"unprognostic (1.14e-2)"								"unprognostic (1.36e-7)"																				
ANO5	"GDD1, LGMD2L, TMEM16E"	ENSG00000171714	"Anoctamin 5"	Q75V66	11	21782659-22283567	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"			"Disease variant, Limb-girdle muscular dystrophy, Osteogenesis imperfecta"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	7	"heart muscle: 23.4;parathyroid gland: 16.6;skeletal muscle: 63.3;tongue: 47.8"	"Group enriched"	"Detected in many"	6	"Astrocytes: 64.4;Cardiomyocytes: 97.8;Excitatory neurons: 161.2;Inhibitory neurons: 130.7;Oligodendrocyte precursor cells: 76.4;Skeletal myocytes: 80.0"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in some"	5	"Kidney Chromophobe (TCGA): 6.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Myeloma: 4.4"	"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Skin - Eccrine sweat gland cells, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			HPA058857	Uncertain						NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 34: Neurons - Neuronal signaling"				"HPA058857: AB_2683835"			"unprognostic (3.00e-2)"				"unprognostic (2.75e-2)"	"unprognostic (2.00e-1)"		"unprognostic (7.40e-2)"			"unprognostic (8.33e-2)"		"unprognostic (6.05e-2)"		"unprognostic (5.13e-1)"						"unprognostic (7.96e-2)"					"unprognostic (4.64e-3)"			
