From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Tissue specificity	Bgee
PIAS2	A0A087WUY7	unreviewed	A0A087WUY7_HUMAN	Protein inhibitor of activated STAT 2	PIAS2	536		ENSG00000078043;
PIAS2	A0A0A0MS92	unreviewed	A0A0A0MS92_HUMAN	Protein inhibitor of activated STAT 2	PIAS2	182		ENSG00000078043;
PIAS2	B4DGW0	unreviewed	B4DGW0_HUMAN	Protein inhibitor of activated STAT 2 (cDNA FLJ57366, highly similar to Protein inhibitor of activated STAT2)	PIAS2	282		ENSG00000078043;
PIAS2	K7EJT4	unreviewed	K7EJT4_HUMAN	Protein inhibitor of activated STAT 2	PIAS2	122		ENSG00000078043;
PIAS2	K7EMP6	unreviewed	K7EMP6_HUMAN	Protein inhibitor of activated STAT 2	PIAS2	89		ENSG00000078043;
PIAS2	K7EQX5	unreviewed	K7EQX5_HUMAN	Protein inhibitor of activated STAT 2	PIAS2	95		ENSG00000078043;
PIAS2	K7ER97	unreviewed	K7ER97_HUMAN	Protein inhibitor of activated STAT 2	PIAS2	88		ENSG00000078043;
PIAS2	Q2TA77	unreviewed	Q2TA77_HUMAN	PIAS2 protein	PIAS2	507		
PIAS3	Q9Y6X2	reviewed	PIAS3_HUMAN	E3 SUMO-protein ligase PIAS3 (EC 2.3.2.-) (E3 SUMO-protein transferase PIAS3) (Protein inhibitor of activated STAT protein 3)	PIAS3	628	TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:9388184}.	ENSG00000131788;
PIAS3	E7ESB4	unreviewed	E7ESB4_HUMAN	Protein inhibitor of activated STAT 3	PIAS3	259		ENSG00000131788;
PIAS3	E9PHH8	unreviewed	E9PHH8_HUMAN	Protein inhibitor of activated STAT 3	PIAS3	593		ENSG00000131788;
PIAS3	Q6IAR4	unreviewed	Q6IAR4_HUMAN	PIAS3 protein (Protein inhibitor of activated STAT3)	PIAS3	619		
PIAS3	Q9UFA8	unreviewed	Q9UFA8_HUMAN	Protein inhibitor of activated STAT, 3, isoform CRA_b	DKFZp434O0617 PIAS3 hCG_37029	98		
PIAS3	U3KQV1	unreviewed	U3KQV1_HUMAN	Protein inhibitor of activated STAT 3	PIAS3	92		ENSG00000131788;
PIAS4	Q8N2W9	reviewed	PIAS4_HUMAN	E3 SUMO-protein ligase PIAS4 (EC 2.3.2.27) (PIASy) (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma)	PIAS4 PIASG	510	TISSUE SPECIFICITY: Highly expressed in testis and, at lower levels, in spleen, prostate, ovary, colon and peripheral blood leukocytes. {ECO:0000269|PubMed:11439351}.	ENSG00000105229;
PIAS4	Q05DS6	unreviewed	Q05DS6_HUMAN	PIAS4 protein	PIAS4	262		
PKN1	Q16512	reviewed	PKN1_HUMAN	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	PKN1 PAK1 PKN PRK1 PRKCL1	942	TISSUE SPECIFICITY: Found ubiquitously. Expressed in heart, brain, placenta, lung, skeletal muscle, kidney and pancreas. Expressed in numerous tumor cell lines, especially in breast tumor cells. {ECO:0000269|PubMed:21754995}.	ENSG00000123143;
PKN1	K7EKY9	unreviewed	K7EKY9_HUMAN	Protein kinase N1	PKN1	255		ENSG00000123143;
PKN1	K7EL10	unreviewed	K7EL10_HUMAN	Protein kinase N1	PKN1	198		ENSG00000123143;
PKN1	K7EM57	unreviewed	K7EM57_HUMAN	Protein kinase N1	PKN1	263		ENSG00000123143;
PKN1	K7EN76	unreviewed	K7EN76_HUMAN	Protein kinase N1	PKN1	151		ENSG00000123143;
PKN1	K7EPK3	unreviewed	K7EPK3_HUMAN	Protein kinase N1	PKN1	14		ENSG00000123143;
PKN1	K7ES10	unreviewed	K7ES10_HUMAN	Protein kinase N1	PKN1	226		ENSG00000123143;
PKNOX1	P55347	reviewed	PKNX1_HUMAN	Homeobox protein PKNOX1 (Homeobox protein PREP-1) (PBX/knotted homeobox 1)	PKNOX1 PREP1	436	TISSUE SPECIFICITY: Ubiquitous. Isoform 2 is expressed in all examined tissues except in bone marrow. {ECO:0000269|PubMed:15468914, ECO:0000269|PubMed:9143494}.	ENSG00000160199;
PKNOX1	E7EPN6	unreviewed	E7EPN6_HUMAN	PBX/knotted 1 homeobox 1	PKNOX1	319		ENSG00000160199;
PKNOX1	H0YM69	unreviewed	H0YM69_HUMAN	PBX/knotted 1 homeobox 1	PKNOX1	61		ENSG00000160199;
PKNOX1	Q6PKH2	unreviewed	Q6PKH2_HUMAN	PKNOX1 protein	PKNOX1	336		
PKNOX1	Q96I87	unreviewed	Q96I87_HUMAN	Homeobox-containing protein PKNOX1 (PBX/knotted 1 homeobox 1)	PKNOX1 hCG_2043122	436		
PNMT	P11086	reviewed	PNMT_HUMAN	Phenylethanolamine N-methyltransferase (PNMTase) (EC 2.1.1.28) (Noradrenaline N-methyltransferase)	PNMT PENT	282		ENSG00000141744;
PNMT	Q9UBM1	reviewed	PEMT_HUMAN	Phosphatidylethanolamine N-methyltransferase (PEAMT) (PEMT) (EC 2.1.1.17) (EC 2.1.1.71) (PEMT2) (Phospholipid methyltransferase) (PLMT)	PEMT PEMPT PNMT	199	TISSUE SPECIFICITY: Primarily expressed in liver (at protein level). {ECO:0000269|PubMed:12431977}.	ENSG00000133027;
PNMT	A8MT87	unreviewed	A8MT87_HUMAN	Phenylethanolamine N-methyltransferase	PNMT	184		ENSG00000141744;
PNMT	J3QRI3	unreviewed	J3QRI3_HUMAN	Phenylethanolamine N-methyltransferase (EC 2.1.1.28) (Noradrenaline N-methyltransferase)	PNMT	137		ENSG00000141744;
PNMT	Q6FHD9	unreviewed	Q6FHD9_HUMAN	Phenylethanolamine N-methyltransferase (EC 2.1.1.28) (Noradrenaline N-methyltransferase)	PNMT	282		
POGZ	Q7Z3K3	reviewed	POGZ_HUMAN	Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635)	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003	1410		ENSG00000143442;
POGZ	A0A0G2JHK5	unreviewed	A0A0G2JHK5_HUMAN	Pogo transposable element with ZNF domain	POGZ	8		ENSG00000143442;
POGZ	A0A2S0X0J5	unreviewed	A0A2S0X0J5_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	57		
POGZ	A0A2S0X0P7	unreviewed	A0A2S0X0P7_HUMAN	NPC intracellular cholesterol transporter 1	POGZ	76		
POGZ	A0A8V8TQ67	unreviewed	A0A8V8TQ67_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	1417		
POGZ	A0A8V8TQQ8	unreviewed	A0A8V8TQQ8_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	410		
POGZ	A0AA34QVU4	unreviewed	A0AA34QVU4_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	1426		
POGZ	A6PW30	unreviewed	A6PW30_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	84		ENSG00000143442;
POGZ	E9PIR8	unreviewed	E9PIR8_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	151		ENSG00000143442;
POGZ	E9PJY9	unreviewed	E9PJY9_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	139		ENSG00000143442;
POGZ	H0YCT3	unreviewed	H0YCT3_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	316		ENSG00000143442;
POGZ	H7C238	unreviewed	H7C238_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	60		ENSG00000143442;
POGZ	M0R2X2	unreviewed	M0R2X2_HUMAN	Pogo transposable element derived with ZNF domain	POGZ	109		ENSG00000143442;
POLQ	O75417	reviewed	DPOLQ_HUMAN	DNA polymerase theta (DNA polymerase eta) [Includes: Helicase POLQ (EC 3.6.4.12); DNA polymerase POLQ (EC 2.7.7.7) (RNA-directed DNA polymerase POLQ) (EC 2.7.7.49)]	POLQ POLH	2590	TISSUE SPECIFICITY: Highly expressed in testis. {ECO:0000269|PubMed:14576298}.	ENSG00000051341;
POLQ	A0A804HJJ9	unreviewed	A0A804HJJ9_HUMAN	DNA polymerase theta	POLQ	67		ENSG00000051341;
POLQ	Q96SE4	unreviewed	Q96SE4_HUMAN	DNA-directed DNA polymerase (EC 2.7.7.7)	POLQ	2724		
POLQ	Q9UI68	unreviewed	Q9UI68_HUMAN	PRO0327 (Polymerase (DNA directed), theta, isoform CRA_c)	POLQ hCG_2022564	129		
POLR2J2	Q9GZM3	reviewed	RPB1B_HUMAN	DNA-directed RNA polymerase II subunit RPB11-b1 (RNA polymerase II subunit B11-b1) (RPB11b1) (DNA-directed RNA polymerase II subunit J2)	POLR2J2	115	TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:11747469}.	ENSG00000228049;
POLR2J2	A6NFM0	unreviewed	A6NFM0_HUMAN	RNA polymerase II subunit J2	POLR2J2	158		ENSG00000228049;
POLR2J2	Q86UW4	unreviewed	Q86UW4_HUMAN	Uncharacterized protein POLR2J2	POLR2J2	76		
POLR2J3	Q9H1A7	reviewed	RPB1C_HUMAN	DNA-directed RNA polymerase II subunit RPB11-b2 (RNA polymerase II subunit B11-b2) (RPB11b2) (DNA-directed RNA polymerase II subunit J3)	POLR2J3	115		ENSG00000168255;
POLR2J3	A0A0B4J1Z8	unreviewed	A0A0B4J1Z8_HUMAN	RNA polymerase II subunit J3	POLR2J3	116		ENSG00000168255;
POLR2J3	A0A0B4J2F8	unreviewed	A0A0B4J2F8_HUMAN	RNA polymerase II subunit J3	POLR2J3	115		ENSG00000168255;
POLR2J3	D6RAG0	unreviewed	D6RAG0_HUMAN	RNA polymerase II subunit J3	POLR2J3	73		ENSG00000285437;
POLR2J3	E2QRJ6	unreviewed	E2QRJ6_HUMAN	RNA polymerase II subunit J3	POLR2J3	158		ENSG00000168255;
POLR2J3	E7EP90	unreviewed	E7EP90_HUMAN	RNA polymerase II subunit J3	POLR2J3	76		ENSG00000168255;
POLR2J3	E7EWC6	unreviewed	E7EWC6_HUMAN	RNA polymerase II subunit J3	POLR2J3	274		ENSG00000168255;
POLR2J3	F8WF84	unreviewed	F8WF84_HUMAN	RNA polymerase II subunit J3	POLR2J3	128		ENSG00000168255;
PPARGC1A	Q9UBK2	reviewed	PRGC1_HUMAN	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha (PGC-1-alpha) (PPAR-gamma coactivator 1-alpha) (PPARGC-1-alpha) (Ligand effect modulator 6)	PPARGC1A LEM6 PGC1 PGC1A PPARGC1	798	TISSUE SPECIFICITY: Heart, skeletal muscle, liver and kidney. Expressed at lower levels in brain and pancreas and at very low levels in the intestine and white adipose tissue. In skeletal muscle, levels were lower in obese than in lean subjects and fasting induced a 2-fold increase in levels in the skeletal muscle in obese subjects. {ECO:0000269|PubMed:10585775, ECO:0000269|PubMed:10643692, ECO:0000269|PubMed:10713165}.	ENSG00000109819;
PPARGC1A	A0A087WTJ3	unreviewed	A0A087WTJ3_HUMAN	PPARG coactivator 1 alpha	PPARGC1A	297		ENSG00000109819;
PPARGC1A	A0A087WVW3	unreviewed	A0A087WVW3_HUMAN	PPARG coactivator 1 alpha	PPARGC1A	267		ENSG00000109819;
PPARGC1A	D6RBF3	unreviewed	D6RBF3_HUMAN	PPARG coactivator 1 alpha	PPARGC1A	99		ENSG00000109819;
PPHLN1	Q8NEY8	reviewed	PPHLN_HUMAN	Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50)	PPHLN1 HSPC206 HSPC232	458	TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:12853457}.	ENSG00000134283;
PPHLN1	B7Z8L1	unreviewed	B7Z8L1_HUMAN	Periphilin 1 (cDNA FLJ52823, highly similar to Periphilin-1)	PPHLN1	340		ENSG00000134283;
PPHLN1	F8VP48	unreviewed	F8VP48_HUMAN	Periphilin 1	PPHLN1	52		ENSG00000134283;
PPHLN1	F8VPY7	unreviewed	F8VPY7_HUMAN	Periphilin 1	PPHLN1	161		ENSG00000134283;
PPHLN1	F8VRK2	unreviewed	F8VRK2_HUMAN	Periphilin 1	PPHLN1	107		ENSG00000134283;
PPHLN1	F8VWU8	unreviewed	F8VWU8_HUMAN	Periphilin 1	PPHLN1	168		ENSG00000134283;
PPHLN1	F8VXV7	unreviewed	F8VXV7_HUMAN	Periphilin 1	PPHLN1	37		ENSG00000134283;
PPHLN1	F8W0Q9	unreviewed	F8W0Q9_HUMAN	Periphilin 1	PPHLN1	385		ENSG00000134283;
PPHLN1	F8W6A0	unreviewed	F8W6A0_HUMAN	Periphilin 1	PPHLN1	363		ENSG00000134283;
PPHLN1	F8WF16	unreviewed	F8WF16_HUMAN	Periphilin 1	PPHLN1	303		ENSG00000134283;
PPIB	P23284	reviewed	PPIB_HUMAN	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)	PPIB CYPB	216		ENSG00000166794;
PPIB	A0A7P0T7U3	unreviewed	A0A7P0T7U3_HUMAN	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PPIB	123		ENSG00000166794;
PPIB	A0A7P0TB45	unreviewed	A0A7P0TB45_HUMAN	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PPIB	216		ENSG00000166794;
PPIB	A0A7P0Z497	unreviewed	A0A7P0Z497_HUMAN	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PPIB	181		ENSG00000166794;
PPP4C	P60510	reviewed	PP4C_HUMAN	Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)	PPP4C PPP4 PPX	307		ENSG00000149923;
PPP4C	A0A024R625	unreviewed	A0A024R625_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP4C hCG_1770706	307		
PPP4C	H3BPN5	unreviewed	H3BPN5_HUMAN	Protein phosphatase 4 catalytic subunit	PPP4C	50		ENSG00000149923;
PPP4C	H3BTA2	unreviewed	H3BTA2_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP4C	267		ENSG00000149923;
PPP4C	H3BV22	unreviewed	H3BV22_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP4C	203		ENSG00000149923;
PPP4C	H3BVE3	unreviewed	H3BVE3_HUMAN	Protein phosphatase 4 catalytic subunit	PPP4C	56		ENSG00000149923;
PPP4C	I3L4X0	unreviewed	I3L4X0_HUMAN	Serine/threonine-protein phosphatase 4 catalytic subunit (EC 3.1.3.16)	PPP4C hCG_1770706	120		ENSG00000149923;
PPP5C	P53041	reviewed	PPP5_HUMAN	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)	PPP5C PPP5	499	TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:15546861}.	ENSG00000011485;
PPP5C	A8MU39	unreviewed	A8MU39_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP5C	371		ENSG00000011485;
PPP5C	H0YDU8	unreviewed	H0YDU8_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP5C	485		ENSG00000011485;
PPP5C	Q9BPW0	unreviewed	Q9BPW0_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP5C	484		
PRDM1	O75626	reviewed	PRDM1_HUMAN	PR domain zinc finger protein 1 (EC 2.1.1.-) (BLIMP-1) (Beta-interferon gene positive regulatory domain I-binding factor) (PR domain-containing protein 1) (Positive regulatory domain I-binding factor 1) (PRDI-BF1) (PRDI-binding factor 1)	PRDM1 BLIMP1	825		ENSG00000057657;
PRDM1	A0A3B3IU23	unreviewed	A0A3B3IU23_HUMAN	PR domain zinc finger protein 1 (EC 2.1.1.-)	PRDM1	839		ENSG00000057657;
PRDM1	A1YZ20	unreviewed	A1YZ20_HUMAN	Truncated PRDM1 isoform 2	PRDM1	15		
PRDM1	B2REA4	unreviewed	B2REA4_HUMAN	PR/SET domain 1	PRDM1	171		ENSG00000057657;
PRDM1	B2REA5	unreviewed	B2REA5_HUMAN	PR/SET domain 1	PRDM1	63		ENSG00000057657;
PRDM1	Q3SYG0	unreviewed	Q3SYG0_HUMAN	PR domain zinc finger protein 1 (EC 2.1.1.-)	PRDM1	691		
PRDM1	Q5T4E8	unreviewed	Q5T4E8_HUMAN	PR domain zinc finger protein 1 (EC 2.1.1.-)	PRDM1 hCG_33515	789		
PRDM10	Q9NQV6	reviewed	PRD10_HUMAN	PR domain zinc finger protein 10 (EC 2.1.1.-) (PR domain-containing protein 10) (Tristanin)	PRDM10 KIAA1231 PFM7 TRIS	1147		ENSG00000170325;
PRDM10	A0A2Z2E6H7	unreviewed	A0A2Z2E6H7_HUMAN	PR domain zinc finger protein 10 (PR domain-containing protein 10)	PRDM10	1156		
PRDM10	B7ZL72	unreviewed	B7ZL72_HUMAN	PR domain zinc finger protein 10 (PR domain-containing protein 10)	PRDM10	1070		
PRDM10	E9PIB4	unreviewed	E9PIB4_HUMAN	PR/SET domain 10	PRDM10	115		ENSG00000170325;
PRDM10	E9PLV1	unreviewed	E9PLV1_HUMAN	PR domain zinc finger protein 10 (PR domain-containing protein 10)	PRDM10	1117		ENSG00000170325;
PRDM10	E9PS52	unreviewed	E9PS52_HUMAN	PR/SET domain 10	PRDM10	139		ENSG00000170325;
PRDM11	Q9NQV5	reviewed	PRD11_HUMAN	PR domain-containing protein 11 (EC 2.1.1.-)	PRDM11 PFM8	511	TISSUE SPECIFICITY: Highly expressed in lung, including bronchial epithelial cells and airway smooth muscle cells, as well as in peripheral blood mononuclear cells. In tonsils, expressed in B-cell types, including naive B-cells, centroblasts, centrocytes and memory B-cells (at protein level). In benign hyperplastic lymph nodes, expressed in germinal center cells in both the dark and light zones, as well as in scattered cells in the mantle zone and the interfollicular area (at protein level). {ECO:0000269|PubMed:24929828, ECO:0000269|PubMed:25499759}.	ENSG00000019485;
PRDM11	A0A087WWZ6	unreviewed	A0A087WWZ6_HUMAN	PR/SET domain 11	PRDM11	1177		ENSG00000019485;
PRDM11	H3BSZ2	unreviewed	H3BSZ2_HUMAN	PR/SET domain 11	PRDM11	516		ENSG00000019485;
PRDM11	L8E8J9	unreviewed	L8E8J9_HUMAN	Alternative protein PRDM11	PRDM11	47		
PRDM12	Q9H4Q4	reviewed	PRD12_HUMAN	PR domain zinc finger protein 12 (EC 2.1.1.-) (PR domain-containing protein 12)	PRDM12 PFM9	367	TISSUE SPECIFICITY: Not found in adult tissues except in dorsal root ganglia. {ECO:0000269|PubMed:26005867}.	ENSG00000130711;
PRDM12	A0A6Q8PH01	unreviewed	A0A6Q8PH01_HUMAN	PR domain zinc finger protein 12 (EC 2.1.1.-) (PR domain-containing protein 12)	PRDM12	314		ENSG00000130711;
PRDM13	Q9H4Q3	reviewed	PRD13_HUMAN	PR domain zinc finger protein 13 (EC 2.1.1.-) (PR domain-containing protein 13)	PRDM13 PFM10	707	TISSUE SPECIFICITY: In the embryo, expressed in neural stem cells of the hindbrain. {ECO:0000269|PubMed:35390279}.	ENSG00000112238;
PRDM13	A0A0A0MRL5	unreviewed	A0A0A0MRL5_HUMAN	PR/SET domain 13	PRDM13	121		ENSG00000112238;
PRDM14	Q9GZV8	reviewed	PRD14_HUMAN	PR domain zinc finger protein 14 (EC 2.1.1.-) (PR domain-containing protein 14)	PRDM14	571	TISSUE SPECIFICITY: Expressed in embryonic stem cells. Tends to be overexpressed in breast cancer (at protein level). {ECO:0000269|PubMed:17942894, ECO:0000269|PubMed:20953172}.	ENSG00000147596;
PRDM14	A0A023UFG1	unreviewed	A0A023UFG1_HUMAN	PR domain-containing 14	PRDM14	571		
PRDM14	C9JMM8	unreviewed	C9JMM8_HUMAN	PR/SET domain 14	PRDM14	99		ENSG00000147596;
PRDM15	P57071	reviewed	PRD15_HUMAN	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15) (Zinc finger protein 298)	PRDM15 C21orf83 ZNF298	1141	TISSUE SPECIFICITY: Detected in all tissues examined. {ECO:0000269|PubMed:15904895}.	ENSG00000141956;
PRDM15	A0A6Q8PFK1	unreviewed	A0A6Q8PFK1_HUMAN	PR/SET domain 15	PRDM15	173		ENSG00000141956;
PRDM15	E7ER26	unreviewed	E7ER26_HUMAN	PR/SET domain 15	PRDM15	1141		ENSG00000141956;
PRDM15	Q4W8S1	unreviewed	Q4W8S1_HUMAN	PR/SET domain 15 (Zinc finger protein ZNF298d)	PRDM15 ZNF298	478		ENSG00000141956;
PRDM15	Q6NXF8	unreviewed	Q6NXF8_HUMAN	PRDM15 protein	PRDM15	1141		
PRDM16	Q9HAZ2	reviewed	PRD16_HUMAN	Histone-lysine N-methyltransferase PRDM16 (EC 2.1.1.367) (PR domain zinc finger protein 16) (PR domain-containing protein 16) (Transcription factor MEL1) (MDS1/EVI1-like gene 1)	PRDM16 KIAA1675 MEL1 PFM13	1276	TISSUE SPECIFICITY: Expressed in uterus and kidney. Expressed in both cardiomyocytes and interstitial cells. {ECO:0000269|PubMed:11050005, ECO:0000269|PubMed:12816872, ECO:0000269|PubMed:23768516}.	ENSG00000142611;
PRDM16	D6RDW0	unreviewed	D6RDW0_HUMAN	PR/SET domain 16	PRDM16	1178		ENSG00000142611;
PRDM16	D6RFY3	unreviewed	D6RFY3_HUMAN	PR/SET domain 16	PRDM16	1177		ENSG00000142611;
PRDM16	H0YA13	unreviewed	H0YA13_HUMAN	PR/SET domain 16	PRDM16	1084		ENSG00000142611;
PRDM16	L8E8P9	unreviewed	L8E8P9_HUMAN	Alternative protein PRDM16	PRDM16	110		
PRDM16	U3KQL6	unreviewed	U3KQL6_HUMAN	PR/SET domain 16	PRDM16	53		ENSG00000142611;
PRDM2	Q13029	reviewed	PRDM2_HUMAN	PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)	PRDM2 KMT8 RIZ	1718	TISSUE SPECIFICITY: Highly expressed in retinoblastoma cell lines and in brain tumors. Also expressed in a number of other cell lines and in brain, heart, skeletal muscle, liver and spleen. Isoform 1 is expressed in testis at much higher level than isoform 3. {ECO:0000269|PubMed:8654390, ECO:0000269|PubMed:9006946}.	ENSG00000116731;
PRDM2	D6RAA0	unreviewed	D6RAA0_HUMAN	PR/SET domain 2	PRDM2	153		ENSG00000116731;
PRDM2	D6RED5	unreviewed	D6RED5_HUMAN	PR/SET domain 2	PRDM2	62		ENSG00000116731;
PRDM2	D6RJM6	unreviewed	D6RJM6_HUMAN	PR/SET domain 2	PRDM2	78		ENSG00000116731;
PRDM2	H0Y9J3	unreviewed	H0Y9J3_HUMAN	PR/SET domain 2	PRDM2	44		ENSG00000116731;
PRDM2	S4R3F7	unreviewed	S4R3F7_HUMAN	PR/SET domain 2	PRDM2	21		ENSG00000116731;
PRDM4	Q9UKN5	reviewed	PRDM4_HUMAN	PR domain zinc finger protein 4 (EC 2.1.1.-) (PR domain-containing protein 4)	PRDM4 PFM1	801	TISSUE SPECIFICITY: Expressed in many tissues. Highly expressed in ovary, testis, pancreas, brain, heart and prostate.	ENSG00000110851;
PRDM4	F8VRG2	unreviewed	F8VRG2_HUMAN	PR/SET domain 4	PRDM4	75		ENSG00000110851;
PRDM4	F8VZQ2	unreviewed	F8VZQ2_HUMAN	PR/SET domain 4	PRDM4	316		ENSG00000110851;
PRDM4	H0YIF6	unreviewed	H0YIF6_HUMAN	PR/SET domain 4	PRDM4	279		ENSG00000110851;
PRDM4	Q6NUK0	unreviewed	Q6NUK0_HUMAN	PRDM4 protein	PRDM4	316		
PRDM5	Q9NQX1	reviewed	PRDM5_HUMAN	PR domain zinc finger protein 5 (EC 2.1.1.-) (PR domain-containing protein 5)	PRDM5 PFM2	630	TISSUE SPECIFICITY: Widely expressed with highest levels in colon and ovary. Tends to be silenced in breast, colorectal, gastric and liver cancer tissues. {ECO:0000269|PubMed:15077163, ECO:0000269|PubMed:17699856}.	ENSG00000138738;
PRDM5	H0Y9S1	unreviewed	H0Y9S1_HUMAN	PR/SET domain 5	PRDM5	145		ENSG00000138738;
PRDM5	L0R6M5	unreviewed	L0R6M5_HUMAN	Alternative protein PRDM5	PRDM5	41		
PRDM6	Q9NQX0	reviewed	PRDM6_HUMAN	Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6)	PRDM6 PFM3	595		ENSG00000061455;
PRDM6	H7BZR2	unreviewed	H7BZR2_HUMAN	PR/SET domain 6	PRDM6	73		ENSG00000061455;
PRDM7	Q9NQW5	reviewed	PRDM7_HUMAN	Histone-lysine N-methyltransferase PRDM7 (EC 2.1.1.-) (PR domain zinc finger protein 7) (PR domain-containing protein 7) ([histone H3]-lysine4 N-methyltransferase PRDM7)	PRDM7 PFM4	492		ENSG00000126856;
PRDM7	A4Q9G9	unreviewed	A4Q9G9_HUMAN	PR/SET domain 7 (PRDM7 long isoform, variant 2)	PRDM7 PRDM7_V2	138		ENSG00000126856;
PRDM7	H3BUJ3	unreviewed	H3BUJ3_HUMAN	PR/SET domain 7	PRDM7	73		ENSG00000126856;
PRDM8	Q9NQV8	reviewed	PRDM8_HUMAN	PR domain zinc finger protein 8 (EC 2.1.1.-) (PR domain-containing protein 8)	PRDM8 PFM5	689	TISSUE SPECIFICITY: Expressed in brain, heart, skeletal muscle, testes, prostate. {ECO:0000269|PubMed:22961547}.	ENSG00000152784;
PRDM8	E9PEH0	unreviewed	E9PEH0_HUMAN	PR/SET domain 8	PRDM8	427		ENSG00000152784;
PRDM8	Q05CA1	unreviewed	Q05CA1_HUMAN	PRDM8 protein	PRDM8	425		
PRKAA1	Q13131	reviewed	AAPK1_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	PRKAA1 AMPK1	559		ENSG00000132356;
PRKAA1	Q96E92	unreviewed	Q96E92_HUMAN	[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase (EC 2.7.11.31) (Acetyl-CoA carboxylase kinase) (Hydroxymethylglutaryl-CoA reductase kinase)	PRKAA1 hCG_37338	207		ENSG00000132356;
PRKAA2	P54646	reviewed	AAPK2_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	PRKAA2 AMPK AMPK2	552		ENSG00000162409;
PRKAA2	A0MZF5	unreviewed	A0MZF5_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-2 (EC 2.7.11.1) (EC 2.7.11.31) (Acetyl-CoA carboxylase kinase) (Hydroxymethylglutaryl-CoA reductase kinase)	PRKAA2	552		
PRKAA2	K9J960	unreviewed	K9J960_HUMAN	AMP-activated protein kinase alpha-2 subunit variant 2	PRKAA2	32		
