From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	Motif	Protein families	Compositional bias	Sequence similarities	Bgee	ExpressionAtlas
ENSG00000111424	F8VPF8	unreviewed	F8VPF8_HUMAN	Vitamin D receptor	VDR	Homo sapiens (Human)	101						"ENSG00000111424; Expressed in tibia and 151 other cell types or tissues.";	"F8VPF8; baseline and differential.";
ENSG00000111424	F8VRJ4	unreviewed	F8VRJ4_HUMAN	Vitamin D3 receptor (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)	VDR	Homo sapiens (Human)	250			Nuclear hormone receptor family, NR1 subfamily	COMPBIAS 165..190; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the nuclear hormone receptor family. NR1 subfamily. {ECO:0000256|ARBA:ARBA00008092}.	"ENSG00000111424; Expressed in tibia and 151 other cell types or tissues.";	"F8VRJ4; baseline and differential.";
ENSG00000111424	F8VVY8	unreviewed	F8VVY8_HUMAN	Vitamin D receptor	VDR	Homo sapiens (Human)	106						"ENSG00000111424; Expressed in tibia and 151 other cell types or tissues.";	"F8VVY8; baseline and differential.";
ENSG00000111424	F8VXQ9	unreviewed	F8VXQ9_HUMAN	Vitamin D receptor	VDR	Homo sapiens (Human)	49						"ENSG00000111424; Expressed in tibia and 151 other cell types or tissues.";	"F8VXQ9; baseline and differential.";
ENSG00000106624	Q8IUX7	reviewed	AEBP1_HUMAN	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)	AEBP1 ACLP	Homo sapiens (Human)	1158	TISSUE SPECIFICITY: Expressed in osteoblast and visceral fat. {ECO:0000269|PubMed:8920928}.		Peptidase M14 family	COMPBIAS 43..58; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 84..162; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 164..194; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 212..227; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 234..283; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 284..303; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 327..387; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1112..1136; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the peptidase M14 family. {ECO:0000305}.	"ENSG00000106624; Expressed in tendon of biceps brachii and 186 other cell types or tissues.";	"Q8IUX7; baseline and differential.";
ENSG00000106624	C9JLQ8	unreviewed	C9JLQ8_HUMAN	AE binding protein 1	AEBP1	Homo sapiens (Human)	162				COMPBIAS 1..78; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 80..110; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 128..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 144..162; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000106624; Expressed in tendon of biceps brachii and 186 other cell types or tissues.";	"C9JLQ8; baseline and differential.";
ENSG00000106624	H7C0W8	unreviewed	H7C0W8_HUMAN	AE binding protein 1	AEBP1	Homo sapiens (Human)	104						"ENSG00000106624; Expressed in tendon of biceps brachii and 186 other cell types or tissues.";	"H7C0W8; baseline and differential.";
ENSG00000106624	H7C1J5	unreviewed	H7C1J5_HUMAN	AE binding protein 1	AEBP1	Homo sapiens (Human)	69				COMPBIAS 1..59; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000106624; Expressed in tendon of biceps brachii and 186 other cell types or tissues.";	"H7C1J5; baseline and differential.";
ENSG00000106624	H7C391	unreviewed	H7C391_HUMAN	AE binding protein 1	AEBP1	Homo sapiens (Human)	66			Peptidase M14 family		SIMILARITY: Belongs to the peptidase M14 family. {ECO:0000256|ARBA:ARBA00005988}.	"ENSG00000106624; Expressed in tendon of biceps brachii and 186 other cell types or tissues.";	"H7C391; baseline and differential.";
ENSG00000106624	H7C3D7	unreviewed	H7C3D7_HUMAN	AE binding protein 1	AEBP1	Homo sapiens (Human)	251				COMPBIAS 42..120; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 122..152; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 182..196; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 220..251; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000106624; Expressed in tendon of biceps brachii and 186 other cell types or tissues.";	"H7C3D7; baseline and differential.";
ENSG00000106624	H7C4B5	unreviewed	H7C4B5_HUMAN	AE binding protein 1	AEBP1	Homo sapiens (Human)	54			Peptidase M14 family		SIMILARITY: Belongs to the peptidase M14 family. {ECO:0000256|ARBA:ARBA00005988}.	"ENSG00000106624; Expressed in tendon of biceps brachii and 186 other cell types or tissues.";	"H7C4B5; baseline and differential.";
ENSG00000160007	Q9NRY4	reviewed	RHG35_HUMAN	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	Homo sapiens (Human)	1499	TISSUE SPECIFICITY: Detected in neutrophils (at protein level). {ECO:0000269|PubMed:1894621}.			COMPBIAS 1124..1139; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1182..1196; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1451..1469; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1470..1486; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000160007; Expressed in Brodmann (1909) area 23 and 198 other cell types or tissues.";	
ENSG00000171634	Q12830	reviewed	BPTF_HUMAN	Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen)	BPTF FAC1 FALZ	Homo sapiens (Human)	3046	TISSUE SPECIFICITY: Ubiquitously expressed, with highest levels in testis. Present in kidney, liver and brain. In the brain, highest levels are found in motor cortex (at protein level). {ECO:0000269|PubMed:10662542, ECO:0000269|PubMed:10727212, ECO:0000269|PubMed:7621746, ECO:0000269|PubMed:9225734}.		PBTF family	COMPBIAS 18..35; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 73..88; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 129..187; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 191..205; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 214..229; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 567..626; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 627..671; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 687..726; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 727..741; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1063..1106; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1112..1153; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1217..1238; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1244..1283; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1284..1301; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1309..1324; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1371..1393; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1407..1443; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1485..1526; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1608..1660; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1667..1700; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2050..2070; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2346..2406; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2413..2549; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2714..2730; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2796..2821; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2834..2858; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the PBTF family. {ECO:0000305}.	"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"Q12830; baseline and differential.";
ENSG00000171634	A0A2R8Y7Q1	unreviewed	A0A2R8Y7Q1_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	3002				COMPBIAS 27..85; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 89..103; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 465..524; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 525..569; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 585..624; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 625..639; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 961..1004; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1010..1051; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1115..1136; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1142..1181; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1182..1199; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1207..1222; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1269..1291; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1305..1341; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1383..1424; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1506..1558; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1565..1598; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2250..2304; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2311..2447; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2694..2719; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2732..2756; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"A0A2R8Y7Q1; baseline and differential.";
ENSG00000171634	E7ETD6	unreviewed	E7ETD6_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	2764				COMPBIAS 1..48; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 52..66; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 75..90; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 428..487; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 488..532; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 548..587; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 588..602; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 924..967; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 973..1014; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1078..1099; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1105..1144; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1145..1162; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1170..1185; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1232..1254; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1268..1304; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1346..1387; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1469..1521; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1528..1561; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2207..2267; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2274..2383; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2432..2448; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2514..2539; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2552..2576; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"E7ETD6; baseline and differential.";
ENSG00000171634	E9PE19	unreviewed	E9PE19_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	2859				COMPBIAS 27..85; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 89..103; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 465..524; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 525..569; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 585..624; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 625..639; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 961..1004; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1010..1051; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1115..1136; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1142..1181; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1182..1199; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1207..1222; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1269..1291; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1305..1341; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1383..1424; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1506..1558; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1565..1598; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2250..2304; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2311..2423; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2551..2576; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2589..2613; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"E9PE19; baseline and differential.";
ENSG00000171634	F5GXF5	unreviewed	F5GXF5_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	2457				COMPBIAS 18..35; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 73..88; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 129..187; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 191..205; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 214..229; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 567..626; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 627..671; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1000..1043; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1049..1090; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1154..1175; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1181..1220; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1221..1238; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1246..1261; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1308..1330; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1344..1380; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1422..1463; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1545..1597; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1604..1637; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2283..2343; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2350..2457; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"F5GXF5; baseline and differential.";
ENSG00000171634	F5H176	unreviewed	F5H176_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	137				COMPBIAS 1..39; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 40..76; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 77..91; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"F5H176; baseline and differential.";
ENSG00000171634	J3KSK9	unreviewed	J3KSK9_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	484				COMPBIAS 99..153; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 160..272; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 400..425; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 438..464; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"J3KSK9; baseline and differential.";
ENSG00000171634	J3KSY0	unreviewed	J3KSY0_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	64						"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"J3KSY0; baseline and differential.";
ENSG00000171634	J3QLW4	unreviewed	J3QLW4_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	69						"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"J3QLW4; baseline and differential.";
ENSG00000171634	J3QQK4	unreviewed	J3QQK4_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	3158				COMPBIAS 18..35; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 73..88; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 129..187; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 191..205; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 214..229; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 567..626; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 627..671; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 687..726; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 727..741; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1063..1106; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1112..1153; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1217..1238; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1244..1283; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1284..1301; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1309..1324; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1371..1393; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1407..1443; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1485..1526; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1608..1660; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1667..1700; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2050..2070; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2400..2460; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2467..2603; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2768..2784; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2850..2875; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2888..2912; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"J3QQK4; baseline and differential.";
ENSG00000171634	J3QQQ8	unreviewed	J3QQQ8_HUMAN	Bromodomain PHD finger transcription factor	BPTF	Homo sapiens (Human)	420				COMPBIAS 38..56; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 122..147; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 160..184; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000171634; Expressed in sural nerve and 204 other cell types or tissues.";	"J3QQQ8; baseline and differential.";
ENSG00000104221	Q9HAW0	reviewed	BRF2_HUMAN	Transcription factor IIIB 50 kDa subunit (TFIIIB50) (hTFIIIB50) (B-related factor 2) (BRF-2) (hBRFU)	BRF2 BRFU PRO1470	Homo sapiens (Human)	419			TFIIB family		SIMILARITY: Belongs to the TFIIB family. {ECO:0000305}.	"ENSG00000104221; Expressed in skeletal muscle tissue of rectus abdominis and 206 other cell types or tissues.";	"Q9HAW0; baseline and differential.";
ENSG00000104221	A0AAQ5BHI0	unreviewed	A0AAQ5BHI0_HUMAN	Transcription factor IIIB 50 kDa subunit (B-related factor 2)	BRF2	Homo sapiens (Human)	454			TFIIB family		SIMILARITY: Belongs to the TFIIB family. {ECO:0000256|ARBA:ARBA00010857}.		
ENSG00000104221	E5RGF6	unreviewed	E5RGF6_HUMAN	BRF2 RNA polymerase III transcription initiation factor subunit	BRF2	Homo sapiens (Human)	72						"ENSG00000104221; Expressed in skeletal muscle tissue of rectus abdominis and 206 other cell types or tissues.";	
ENSG00000104221	E5RGX1	unreviewed	E5RGX1_HUMAN	BRF2 RNA polymerase III transcription initiation factor subunit	BRF2	Homo sapiens (Human)	202						"ENSG00000104221; Expressed in skeletal muscle tissue of rectus abdominis and 206 other cell types or tissues.";	"E5RGX1; baseline and differential.";
ENSG00000138380	Q8N187	reviewed	CARTF_HUMAN	Calcium-responsive transcription factor (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8 protein) (Calcium-response factor) (CaRF) (Testis development protein NYD-SP24)	CARF ALS2CR8	Homo sapiens (Human)	725						"ENSG00000138380; Expressed in calcaneal tendon and 138 other cell types or tissues.";	"Q8N187; baseline and differential.";
ENSG00000138380	A0A1B0GX63	unreviewed	A0A1B0GX63_HUMAN	Calcium responsive transcription factor	CARF	Homo sapiens (Human)	73						"ENSG00000138380; Expressed in calcaneal tendon and 138 other cell types or tissues.";	"A0A1B0GX63; baseline and differential.";
ENSG00000138380	C9JBK9	unreviewed	C9JBK9_HUMAN	Calcium responsive transcription factor	CARF	Homo sapiens (Human)	131						"ENSG00000138380; Expressed in calcaneal tendon and 138 other cell types or tissues.";	"C9JBK9; baseline and differential.";
ENSG00000138380	C9JCD6	unreviewed	C9JCD6_HUMAN	Calcium responsive transcription factor	CARF	Homo sapiens (Human)	92						"ENSG00000138380; Expressed in calcaneal tendon and 138 other cell types or tissues.";	"C9JCD6; baseline and differential.";
ENSG00000138380	C9JI92	unreviewed	C9JI92_HUMAN	Calcium responsive transcription factor	CARF	Homo sapiens (Human)	623						"ENSG00000138380; Expressed in calcaneal tendon and 138 other cell types or tissues.";	"C9JI92; baseline and differential.";
ENSG00000138380	C9JL40	unreviewed	C9JL40_HUMAN	Calcium responsive transcription factor	CARF	Homo sapiens (Human)	38						"ENSG00000138380; Expressed in calcaneal tendon and 138 other cell types or tissues.";	"C9JL40; baseline and differential.";
ENSG00000138380	C9JN29	unreviewed	C9JN29_HUMAN	Calcium responsive transcription factor	CARF	Homo sapiens (Human)	80						"ENSG00000138380; Expressed in calcaneal tendon and 138 other cell types or tissues.";	"C9JN29; baseline and differential.";
